,x,y,is_goal,period,Assisted,Zone,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,DirectFreekick,OwnGoal,OtherBodyPart,DirectCorner,Angle,Distance,Binary,xG
29,97.0,53.2,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,,0.8742120124515302,69.35769604016558,1,0.17250506203383234
30,78.7,60.3,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,,1.1609115722150487,65.74595044563581,0,0.10198622392307577
31,85.5,42.1,False,SecondHalf,,Center,,,True,,,,,,,,True,,,,,,,,,0.9059820658026804,53.49214895664596,0,0.10371389196421411
32,91.7,43.8,False,SecondHalf,,Center,,,True,,,True,,,,True,,True,,,,,,,,0.8407632107499229,58.77992854708144,0,0.13378475636379025
33,88.9,54.0,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,,0.9776830352050424,65.12265350859101,0,0.1317008868133908
34,89.5,64.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.0506505461036328,74.44568489845466,0,0.15507835048545715
35,72.4,46.0,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,,1.1624987375924725,50.11995610532795,0,0.06269100468140701
36,68.7,53.7,False,SecondHalf,,Center,True,,,True,,True,,,True,True,,,,,,,,,,1.2778026482811755,56.09037350562038,0,0.06304220096186258
37,92.1,45.5,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,,0.8546175998132572,60.31923408001796,0,0.1371131090262968
38,77.3,40.4,False,SecondHalf,,Center,True,,,True,True,True,,,,True,,,,,,,,,,1.0202469270110288,47.40464112299554,0,0.07206585932291859
39,91.1,61.3,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,,1.0088314988434777,72.44066537518826,0,0.1555038731549964
40,83.4,51.6,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,1.031232258308811,60.144575815280305,0,0.10484452721033215
41,70.2,51.6,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,,1.2403503393864759,54.55135195391586,0,0.06372827172217528
42,88.0,53.4,False,FirstHalf,True,Center,,,,,,True,True,,,,,True,,,,,,,,0.9840913003737536,64.12339666611555,0,0.12669051852686536
43,91.7,51.7,False,FirstHalf,True,Center,,,,True,,True,,True,True,True,,,,,,,,,,0.9220548220758616,64.88089086934612,0,0.1418597571067476
44,86.4,48.6,False,FirstHalf,True,Center,True,True,,True,,,,True,,,,,,,,,,,,0.961729423513121,59.25512636050995,0,0.11336937075066753
45,80.3,50.6,False,FirstHalf,,Center,True,,,True,,,,,,,,True,,,,,,,,1.0684084201306112,57.73387220687696,0,0.09205860251928608
46,75.3,38.5,False,FirstHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,,1.0361260924228728,44.74472035894291,0,0.06464932274819929
47,75.4,37.6,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.0237544067816446,44.02465218488388,0,0.06444895031489166
48,80.5,59.1,False,FirstHalf,,Center,True,,True,,,True,,,True,,,,,,,,,,,1.1283493712559118,65.39732410427814,0,0.10603044348900253
49,72.5,47.7,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.173774395804624,51.72320562378167,0,0.06477619168161726
50,88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,,0.9467732738181398,61.61168720299745,1,0.1243350620663071
51,97.3,40.7,False,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,,0.7374816527089469,60.527101367899654,0,0.1632745600447971
52,85.9,47.0,False,SecondHalf,True,Center,,,,True,,True,,True,True,,,,,True,,,,,,0.9529661909304159,57.65899756325981,0,0.1095115554855761
53,75.3,62.8,False,SecondHalf,,Center,True,True,,True,,,,,,True,,,,,,,,,,1.2225368321177856,66.81077757368192,0,0.09588265585690844
54,89.1,53.7,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,,0.9725508036336239,64.9865370673034,0,0.13217097438957406
55,73.4,51.9,False,SecondHalf,,Center,True,,True,,,,,,,True,,True,,,True,,,,,1.187966688014518,55.950156389415035,0,0.07233284939706826
56,81.5,52.3,False,SecondHalf,True,Center,True,,True,,,,,,,,,True,,,,,,,,1.064509906031091,59.80209026447152,0,0.0986397601514902
57,85.2,44.9,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.9413382271074576,55.54547686355749,0,0.10458454165978723
58,91.4,66.8,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,,1.0434668265499447,77.30103492192067,0,0.1698218441243489
59,71.0,46.6,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,,1.1928825364664126,50.13790980884624,0,0.059768097399421974
60,74.4,34.8,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.009103440500251,41.11751451632261,0,0.060174416787397
61,90.2,43.3,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.8544241298598225,57.41236800550906,0,0.12596223756964015
62,85.9,47.4,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.956962149753424,57.98551543273544,0,0.10992558502106026
63,77.9,54.8,False,SecondHalf,,Center,True,,,True,,True,,,,,True,,,,,,,,,1.1367696812232164,60.400331124920164,0,0.0899161845449712
64,74.1,47.8,False,SecondHalf,True,Center,True,True,,True,,True,,,,,,,,,,,,,,1.14637772878167,52.45378918629235,0,0.06921476214097258
65,74.8,44.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.1071487177940906,49.86431589824531,0,0.06788382067647139
66,89.5,34.0,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,,0.7431697612844465,50.24937810560445,0,0.12023952416470363
67,89.6,60.2,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,1.0184928359266532,70.71386002757875,0,0.14595999768271875
68,90.0,32.7,False,FirstHalf,True,Center,,,True,,True,,,,,True,,,,,,,,,,0.7171283563406208,49.754798763536364,0,0.12317223760456372
69,91.3,42.8,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,,0.8343785643211756,57.769195943859216,0,0.13111237790335936
70,89.0,55.8,True,FirstHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,,0.9915289419948153,66.67750745191364,1,0.13504836632504177
71,80.3,34.9,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,0.8981554864891392,44.61894216585597,0,0.07998974326610118
72,89.6,60.7,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,True,,,,,,1.0221802887744,71.14000281135783,0,0.1469750606931047
73,92.7,65.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.017600117641834,76.51176380139201,0,0.1722615154784355
74,73.6,45.1,False,SecondHalf,True,Center,True,True,True,,,True,,,,True,,,,,,,,,,1.1331985290915674,49.79176638762678,0,0.06499575355629675
75,82.7,46.8,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,0.9977328508327192,55.69811486935621,0,0.09641843506341904
76,88.8,52.2,False,SecondHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,,0.9631627375503445,63.58089335641644,0,0.12860143182395953
77,67.5,70.1,False,SecondHalf,,Center,True,True,,True,,,,,,True,,,,,,,,,,1.3599952772738813,71.6868886198864,0,0.09011035307638471
78,95.1,32.8,False,SecondHalf,True,Center,,,,True,,,,True,,,True,,,,,,,,,0.6561492438107857,53.76430042323623,0,0.1513210576318253
79,90.8,39.5,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,,0.8008211049352488,55.01945110594979,0,0.1270814819544594
80,88.5,56.7,True,SecondHalf,True,Center,,,True,,,True,,True,,,True,,,,,,,,,1.005094858138719,67.16315954450029,1,0.13427849545211218
81,75.0,55.6,False,FirstHalf,,Center,True,True,,True,,,,,,True,,,,,,,,,,1.1862652036125398,59.980080026622176,0,0.08221222630065057
82,91.9,47.7,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,,0.8804040497260648,61.86800465507192,0,0.13812569604691058
83,91.9,55.5,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,,0.9534503339339248,68.06327938029433,0,0.14857427194655615
84,76.9,55.4,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.1559265636328382,60.53527897020051,0,0.08765912864047076
85,77.2,42.7,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,,1.0463698995416604,49.32930163705949,0,0.07345791198452617
86,86.9,67.0,True,FirstHalf,,Center,True,,,True,,True,,,True,True,,,,,,,,,,1.0964602887325199,75.31507153286121,1,0.1488563036145837
87,92.0,56.2,False,FirstHalf,,Center,,,,True,,True,,,,True,,True,,,,,,,,0.9581621953716049,68.69272159406701,0,0.15025664460054708
88,90.0,48.6,True,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.9136108327641801,61.38574753149138,1,0.12971863895805819
89,90.5,42.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,0.8412406658776183,57.01096385784054,0,0.12693415402604116
90,85.0,68.5,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,1.1277947513283089,75.8188630882843,0,0.14434123445579322
91,83.1,70.1,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,1.159209361579721,76.48771143131424,0,0.14059522115837492
92,74.9,57.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.1969504627538363,61.336530713759814,0,0.08432103010743082
93,93.9,31.6,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,0.6519494484956354,52.08185864578952,0,0.14506056319080482
94,92.1,48.1,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,,0.8820177005497047,62.30385220835065,0,0.1395555945998893
95,81.2,48.7,False,SecondHalf,,Center,True,,,True,,,,,,,True,,,,,,,,,1.0382650124246857,56.527692328627744,0,0.09293129156187814
96,89.3,67.7,True,SecondHalf,,Center,,True,True,,,True,,,,True,,,,,,,,,,1.0728996299918245,77.05536970257167,1,0.1617823614136943
97,85.1,50.1,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,,0.9939301537954098,59.772652609701034,0,0.10969371642454588
98,91.4,59.3,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,,0.9902241692096705,70.92037788957417,0,0.15293019003405411
99,85.0,55.7,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,1.0426102587685988,64.48829351130327,0,0.11739198312787186
100,78.1,60.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.1681155921830957,65.32511002669648,0,0.09959464154330232
101,87.8,31.5,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,0.7285731790756456,47.31109806377358,0,0.11259635715743095
102,73.0,60.2,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,,1.2425814168942118,63.59473248626808,0,0.08423106736666365
103,81.5,53.9,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,,1.0771869264367624,61.206290526382986,0,0.10096328092967108
104,92.1,47.6,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,,0.8768851802689562,61.91865631617017,0,0.1390410629296358
105,91.5,54.8,False,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,,0.9522751488043271,67.2609842330604,0,0.14543262179849697
106,90.6,85.3,False,FirstHalf,True,Left,,True,True,,,True,,,,,,,,,,,,,,1.1507243740599638,93.42216011204194,0,0.2270374805129636
107,97.6,43.4,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,,0.7661914859564036,62.59049448598405,0,0.16615392042844535
108,93.4,36.0,False,FirstHalf,,Center,,,,True,True,True,,,,,,,,,,,,,,0.7217650740662988,54.486787389237776,0,0.1405096658698031
109,77.8,48.9,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,,1.09333968496463,55.05724293859982,0,0.08156926877930791
110,93.5,42.4,False,SecondHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,,0.802183157650632,58.98101389430331,0,0.14236617035175486
111,74.0,49.1,False,SecondHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,,1.158065406627133,53.60093282770366,0,0.07044062443803767
112,88.0,29.3,False,FirstHalf,,Center,,True,True,,,,,,,,,,,,,,,,,0.6900095214576796,46.02977297358743,0,0.11482616591424258
113,77.5,65.6,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.2066905954380616,70.20227916528066,0,0.10883812699872422
114,43.7,73.8,False,SecondHalf,,Back,,,True,,,,,,,,,,,,,True,,,,-1.4521155036614712,74.32280941945076,0,0.9268840736451616
115,79.6,62.4,False,SecondHalf,True,Center,,,,True,,True,,,,,,,,,,True,,,,1.1610792546631614,68.030654854999,0,0.10923167218680657
116,85.8,33.1,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,,0.7823861243134975,46.95210325427392,0,0.10268490507360441
117,80.9,37.4,False,SecondHalf,True,Center,,,True,,,True,,True,,,True,,,,,,,,,0.9213327673645629,46.96083474556218,0,0.08295955612845061
118,90.6,57.9,False,SecondHalf,,Center,,,True,,,True,,,,True,True,,,,,,,,,0.9887960521228024,69.31103808196787,0,0.14633577458946007
119,79.3,58.1,True,SecondHalf,,Center,,True,,True,,True,,,,,,,,,,,,,,1.1386068679985346,63.98320092024156,1,0.1000210661653397
120,86.8,49.3,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,,0.9629349023812499,60.058138499290834,0,0.11590955377754918
121,93.7,49.7,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,,0.8786363868125483,64.55640944166582,0,0.14965316254680625
122,88.2,62.3,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,,1.0504410232949029,71.80376034721301,0,0.14380758512819514
123,72.5,58.5,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,,1.241373288682749,61.824347954507374,0,0.07989060402642884
124,82.7,70.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.1681195650010747,77.06393449597549,0,0.14111951729290467
125,81.1,37.8,False,SecondHalf,True,Center,,,,True,,True,,,,,,,,,,True,,,,0.9230758337586088,47.40042193905028,0,0.0838667855042078
126,90.3,46.2,False,SecondHalf,,Center,,True,,,,True,True,,,,,,,,,,,,,0.8850668158886104,59.69321569491796,0,0.12873879769939306
127,95.5,53.2,False,SecondHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,,0.8910325957605295,68.40497057962966,0,0.1640243967658425
128,90.2,43.2,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,,0.8532788776910566,57.33698631773387,0,0.12589605222890596
129,95.7,43.0,False,FirstHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,,0.7830779819459741,60.95276859995779,0,0.1548646365726452
130,90.5,42.5,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,,0.8412406658776183,57.01096385784054,0,0.12693415402604116
131,81.2,52.6,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,,1.071316413852901,59.92036381732007,0,0.09797123215903683
132,74.1,47.2,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.1416178187935986,51.90761023202667,0,0.06855097105898209
133,89.2,46.8,True,FirstHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,,0.9057714653745345,59.473775733511324,1,0.12405006760490699
134,95.6,50.2,False,SecondHalf,,Center,,,,True,,True,,True,,,True,,,,,,,,,0.8613503827196478,66.16381186116773,0,0.16058816842600643
135,96.7,49.1,True,SecondHalf,,Center,,,True,,,True,,True,,,True,,,,,,,,,0.8378687137577396,66.06398413659292,1,0.16555687318748497
136,92.7,60.3,False,SecondHalf,True,Center,True,True,True,,,,,True,,,,,,,,,,,,0.982793723247329,72.47158063682619,0,0.16152511178418894
137,90.3,50.1,True,SecondHalf,True,Center,,,,True,,True,,True,,,True,,,True,,,,,,0.9244271570319931,62.76025812566421,1,0.13291417442179004
138,72.5,47.4,False,SecondHalf,True,Center,True,,,True,,,,,True,,,,,,,,,,,1.171519591247014,51.446671418081074,0,0.06444362496280787
139,91.1,58.7,False,SecondHalf,True,Center,,,,True,True,True,,,,True,,,,,,,,,,0.9891102598469013,70.25418137022166,0,0.15028435272270924
140,82.7,71.6,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.1716496614842087,77.70842940119174,0,0.1430389182369369
141,88.1,40.3,False,FirstHalf,,Center,,True,True,,,True,,,,True,,,,,,,,,,0.8472427793789111,53.772204715819484,0,0.11428610657009149
142,90.9,36.8,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,0.764124777373387,53.18646444350292,0,0.12712211567192852
143,92.0,51.7,True,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,,0.9183806063253083,65.06258525450707,1,0.14336966221321099
144,84.9,35.0,False,FirstHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,,0.823954713532103,47.69444412088268,0,0.09857785152431134
145,80.6,39.1,False,FirstHalf,,Center,,True,True,,,True,,,,,,,,,,,,,,0.9476496977830481,48.14997403945302,0,0.08261862528013601
146,90.3,47.5,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.898628057053424,60.70494213818179,0,0.12999297510823035
147,97.1,49.7,True,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,,0.8394282409174092,66.77761601015717,1,0.16853657384450002
148,88.4,73.0,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,,1.113745653429745,81.34992317144497,0,0.17229618089469032
149,77.6,55.1,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.1433487135675824,60.54766717223711,0,0.08941199630187124
150,81.9,46.6,True,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.007964639647168,55.09918329703263,1,0.09319866235228633
151,91.2,30.3,False,SecondHalf,True,Center,True,,,True,,,,,,,,True,,,,,,,,0.6642551492395251,49.1505849405681,0,0.1308416572588133
152,89.2,52.3,True,SecondHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,,0.9589163688161385,63.89194002376199,1,0.1305955358280786
153,80.7,49.0,False,SecondHalf,True,Center,,,,True,,,,True,,,True,,,True,,,,,,1.0485786996098603,56.53529870797536,0,0.09149044142461603
154,91.2,53.8,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.9472141045105871,66.27314689978137,0,0.1423862522783871
155,95.5,49.9,True,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,,0.8595354485449607,65.8711621272921,1,0.15967482950795525
156,81.2,66.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.1655437901647123,72.79629111431434,0,0.1250422633691051
157,86.4,41.9,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,,0.8905497896636934,53.89638206781602,0,0.10746915251164153
158,79.2,48.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.0640509297325167,55.01363467359705,0,0.0852491142549018
159,92.0,52.1,False,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,,0.9220948977953762,65.38088405642738,0,0.14391565682259594
160,95.2,60.3,False,SecondHalf,True,Center,,,True,,True,True,,True,,,,,,,,,,,,0.9546374410292584,73.88761736583471,0,0.17487014567204484
161,88.0,38.7,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,0.8284981405673326,52.51609277164477,0,0.11321810428708662
162,77.1,44.6,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.0667489189607129,50.93446770115498,0,0.07480260322081712
163,72.9,50.9,False,SecondHalf,,Center,,,,True,,,,,,,,,,,,True,,,,1.1896126724410154,54.835845940406536,0,0.06967149372058329
164,71.2,56.4,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.250642364974567,59.419272967615484,0,0.07305981212852265
165,87.4,63.6,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,,1.0689193574891553,72.54633002433687,0,0.14303771265725027
166,86.9,29.2,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,,0.7038186168609791,45.12205669071392,0,0.10945166849930237
167,79.6,68.8,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,,1.1955636325849726,73.94491192773171,0,0.1237214298983822
168,90.7,51.5,False,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,,0.9325977260092078,64.12090142847339,0,0.13664897346988983
169,92.0,35.0,True,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,,0.7250687778577551,52.77546778570513,1,0.13303936628076238
170,90.8,41.0,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,,0.8194329350288537,56.106060278725685,0,0.12764886230175573
171,75.4,52.3,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.15808501267625,57.09378249862239,0,0.07854890497993204
172,81.6,50.1,False,FirstHalf,,Center,True,True,True,,,,,,,True,,,,,,,,,,1.0445854617497374,57.938070385541835,0,0.09608352980775225
173,74.0,64.2,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,,1.2476445589295013,67.70443116960662,0,0.09481286466469988
174,84.9,68.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.1312333664814846,76.13783553529744,0,0.14495098069267007
175,78.1,42.1,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,,1.0244597358182852,49.27240607074105,0,0.07588952707730329
176,89.9,54.2,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.9667883504167633,65.85134774626864,0,0.1366986830929377
177,88.2,31.9,False,SecondHalf,True,Center,,,,True,,True,,,,,True,,,,,,,,,0.7292442428760898,47.87588119293472,0,0.11439758287471777
178,87.4,43.2,False,SecondHalf,True,Center,,,,True,,True,,,True,True,,,,,,,,,,0.8912747685724229,55.53602434456396,0,0.11276417125670216
179,79.3,40.5,False,SecondHalf,,Center,True,,,True,True,True,,,,True,,,,,,,,,,0.9862203231998175,48.56428729014768,0,0.07880805600551678
180,91.8,42.3,True,SecondHalf,True,Center,True,True,True,,,,,True,,,,,,,,,,,,0.822146318440444,57.73889503618856,1,0.13337273808382913
181,86.4,79.5,False,FirstHalf,True,Left,True,True,,True,,,,,,,,,,,,,,,,1.1677276925463467,86.42603774326346,0,0.18395800549024444
182,95.8,28.2,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,,0.5772676428757693,51.67330064936824,0,0.15960710019954097
183,89.4,49.4,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,,0.9292413718858055,61.66011676926991,0,0.12778631336583715
184,91.4,66.4,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,,1.0408511481590974,76.95563657068924,0,0.1688073536343542
